Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2001,II,Acipenser persicus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,SG,HK,IR,680,,eggs,g,T,W
2001,II,Acipenser persicus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,SG,HK,IR,16.586,12.6,eggs,kg,T,W
2001,II,Acipenser stellatus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,BN,HK,IR,,3,eggs,kg,T,W
2001,II,Acipenser stellatus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IN,HK,IR,,1080,eggs,g,T,W
2001,II,Acipenser stellatus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,NZ,HK,KZ,4,,eggs,kg,T,C
2001,II,Acipenser stellatus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,NZ,HK,KZ,2,18,eggs,kg,T,W
2001,II,Acipenser stellatus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,NZ,HK,RU,,12,eggs,kg,T,W
2001,II,Acipenser stellatus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,NZ,HK,XX,5,,eggs,kg,T,W
2001,II,Acipenser stellatus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,SG,HK,AE,2.775,,eggs,kg,T,W
2001,II,Acipenser stellatus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,SG,HK,IR,1605,500,eggs,g,T,W
2001,II,Acipenser stellatus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,SG,HK,KZ,900,900,eggs,g,T,W
2001,II,Acipenser stellatus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,SG,HK,KZ,7.700,12.5,eggs,kg,T,W
2001,II,Acipenser stellatus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,SG,HK,RU,1.55,,eggs,kg,T,W
2001,II,Acipenser transmontanus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,HK,,100,,live,,T,C
2001,II,Huso huso,Actinopteri,Acipenseriformes,Acipenseridae,Huso,BN,HK,IR,,2,eggs,kg,T,W
2001,II,Huso huso,Actinopteri,Acipenseriformes,Acipenseridae,Huso,IN,HK,IR,,1080,eggs,g,T,W
2001,II,Huso huso,Actinopteri,Acipenseriformes,Acipenseridae,Huso,SG,HK,IR,2235,500,eggs,g,T,W
2001,II,Huso huso,Actinopteri,Acipenseriformes,Acipenseridae,Huso,SG,HK,KZ,250,500,eggs,g,T,W
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AT,HK,US,7,,leather products (small),,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AU,HK,US,758,,leather products (small),,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AU,HK,,2,,leather products (small),,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CH,HK,US,7396,,leather products (small),,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CH,HK,US,2300,,leather products (small),,T,R
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,DE,HK,US,3,,leather products (large),,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ES,HK,US,1,,leather products (small),,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,FR,HK,US,1,,leather products (small),,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,FR,HK,US,40,20,skins,,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,FR,HK,US,5,5,skins,,T,W
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,HK,US,1,,leather products (small),,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,JP,HK,US,1,,leather products (small),pairs,T,W
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,JP,HK,US,460,,leather products (small),,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,JP,HK,US,1,,leather products (small),,T,F
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,JP,HK,US,5,,leather products (small),,T,R
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,JP,HK,US,79,,leather products (small),,T,W
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,JP,HK,US,1,1,skins,,T,W
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KR,HK,US,10,,leather products (large),,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KR,HK,US,1,,leather products (large),,T,W
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KR,HK,US,10532,,leather products (small),,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KR,HK,US,607,,leather products (small),,T,W
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SG,HK,US,37,52,skins,,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SG,HK,US,15,,skins,,T,W
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SG,HK,US,,4,skin pieces,,T,W
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,HK,US,1,,live,,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,HK,US,11,,leather products (large),,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,HK,US,1,,leather products (large),,T,I
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,HK,US,4,,leather products (large),,T,U
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,HK,US,3,,leather products (small),,P,W
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,HK,US,549,,leather products (small),,T,C
2001,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,HK,US,13,,leather products (small),,T,W
2001,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,HK,VE,698,,leather products (small),,T,W
2001,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,AT,HK,VE,110,,leather products (small),,T,W
2001,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,CH,HK,CO,1,,leather products (small),,T,C
2001,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,CH,HK,GY,69,,leather products (small),,T,W
2001,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,KR,HK,CO,500,,leather products (small),,T,C
2001,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,KR,HK,VE,210,,leather products (small),,T,W
2001,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,HK,VE,1810,,leather products (small),,T,W
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,AT,HK,CO,962,,leather products (small),,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,AT,HK,CO,89,89,skins,,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,AU,HK,CO,800,,leather products (small),,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,AU,HK,PA,65,,leather products (small),,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,AU,HK,US,7,,leather products (small),,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,BE,HK,CO,50,,leather products (small),,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,CH,HK,CO,11824,,leather products (small),,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,CH,HK,PA,1,,leather products (small),,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,CH,HK,XX,47,,leather products (small),,T,U
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,FI,HK,CO,1285,,leather products (small),,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,FR,HK,CO,806,,leather products (small),,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,JP,HK,CO,14818,,leather products (small),,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,JP,HK,CO,1,,leather products (small),,T,W
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,KR,HK,CO,3696,,leather products (small),,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,SG,HK,CO,30,,skins,sides,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,SG,HK,CO,290,250,skins,,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,TH,HK,CO,,2,bodies,,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,TH,HK,CO,,8,skins,,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,HK,CO,1025,,leather products (large),,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,HK,CO,7,,leather products (large),,T,W
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,HK,CO,3460,,leather products (small),,T,C
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,HK,CO,924,,leather products (small),,T,W
2001,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,HK,NI,21,,leather products (small),,T,W
2001,II,Antipathes densa,Anthozoa,Antipatharia,Antipathidae,Antipathes,US,HK,TW,55,,carvings,,T,W
2001,II,Antipathes densa,Anthozoa,Antipatharia,Antipathidae,Antipathes,US,HK,XX,468,,carvings,,T,W
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,AU,HK,CA,,190,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,AU,HK,US,,375,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,CA,HK,CA,,60,roots,g,S,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,CA,HK,CA,,460,roots,g,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,CA,HK,CA,,5,roots,kg,S,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,CA,HK,CA,12401.5,21343.6,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,CA,HK,ID,300,,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,CA,HK,US,1874.1,1720,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,CA,HK,US,,7.8,roots,kg,T,W
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,CA,HK,,779.6,,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,CN,HK,CA,13192,,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,GB,HK,XX,1.58,,derivatives,kg,,I
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,GB,HK,XX,1,,derivatives,,,I
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,ID,HK,CA,,477.95,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,ID,HK,US,,194.1,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,ID,HK,US,,3.1,roots,kg,T,W
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,JP,HK,CA,57.6,,derivatives,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,JP,HK,CA,100,100,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,MY,HK,CA,,26201.28,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,MY,HK,US,,770,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,MY,HK,US,,1476.76,roots,kg,T,W
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,NZ,HK,US,,20,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,NZ,HK,,17,,derivatives,,,I
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,NZ,HK,,86,,roots,,,I
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,SA,HK,CA,,642,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,SG,HK,CA,,90,roots,g,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,SG,HK,CA,,33221.6,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,SG,HK,US,,910,roots,g,T,W
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,SG,HK,US,,464.5,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,SG,HK,US,216.89,2444.02,roots,kg,T,W
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,TH,HK,CA,,10,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,US,HK,CA,20459,23150.52,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,US,HK,US,58226,109896.34,roots,kg,T,A
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,US,HK,US,387,105.28,roots,kg,T,W
2001,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,XX,HK,CA,,53445,roots,kg,T,A
2001,II,Boidae spp.,Reptilia,Serpentes,Boidae,,AU,HK,XX,1,,leather products (small),,T,W
2001,II,Boidae spp.,Reptilia,Serpentes,Boidae,,NZ,HK,,1,,derivatives,,,I
2001,II,Eunectes notaeus,Reptilia,Serpentes,Boidae,Eunectes,JP,HK,AR,20,,leather products (small),,T,W
2001,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,XX,60,,horns,kg,T,O
2001,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,NZ,HK,,1,,derivatives,,,I
2001,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,US,HK,US,1,,live,,P,F
2001,II,Cacatua sanguinea,Aves,Psittaciformes,Cacatuidae,Cacatua,CA,HK,ZA,1,1,live,,P,C
2001,II,Eolophus roseicapilla,Aves,Psittaciformes,Cacatuidae,Eolophus,KR,HK,NL,,2,live,,T,C
2001,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,HK,VN,400,,specimens,,T,W
2001,II,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,FR,HK,TH,8,,leather products (small),pairs,T,W
2001,II,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,IT,HK,TH,1,,leather products (large),,T,W
2001,II,Crocodylidae spp.,Reptilia,Crocodylia,Crocodylidae,,US,HK,XX,1022,,meat,g,P,I
2001,II,Crocodylus spp.,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,XX,2,,leather products (small),,P,I
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,HK,ZW,8,,leather products (large),,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,HK,IL,20,,skins,,T,C
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,HK,ZA,,26,skins,,T,C
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,HK,ZA,3,,skins,,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,HK,ZW,4,27,skins,,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,MZ,9,,leather products (small),,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,XX,110,,leather products (small),,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,ZA,489,,leather products (small),,T,C
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,ZA,10,,leather products (small),,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,ZM,2,,leather products (small),pairs,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,ZM,1013,,leather products (small),,T,C
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,ZM,1389,,leather products (small),,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,ZW,1503,,leather products (small),,T,C
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,ZW,7240,,leather products (small),,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,ZW,3,,leather products (small),,T,W
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,ZW,108,1,skins,,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SG,HK,ZM,25,,skins,,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SG,HK,ZW,27,27,skins,,T,C
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SG,HK,ZW,774,774,skins,,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TH,HK,ZA,1,,skins,,T,C
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TH,HK,ZW,2,5,skins,,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,ZA,10,,skins,,T,C
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,ZA,,10,skin pieces,,T,C
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,ZM,,10,skin pieces,,T,C
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,ZW,1,,leather products (large),,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,ZW,5,,leather products (large),,T,W
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,ZW,1,,leather products (small),,T,R
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,ZW,24,,shoes,,T,C
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ZA,HK,ZA,53,86,skins,,T,C
2001,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ZA,HK,ZM,3,55,skins,,T,R
2001,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,PG,3,,leather products (small),pairs,T,W
2001,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,PG,22,,leather products (small),,T,W
2001,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SG,HK,ID,2,2,skins,,T,R
2001,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,PG,5,,leather products (small),,P,W
2001,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,XX,1,,leather products (small),,P,W
2001,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,HK,PG,6,,leather products (small),,T,C
2001,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,HK,AU,5,,leather products (large),,T,C
2001,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,AU,3,,leather products (small),,T,C
2001,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,HK,PG,5,,leather products (small),,T,C
2001,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SG,HK,AU,9,,skins,,T,R
2001,II,Cyatheaceae spp.,,Cyatheales,Cyatheaceae,,NZ,HK,,1,,derivatives,,,I
2001,II,Cyatheaceae spp.,,Cyatheales,Cyatheaceae,,NZ,HK,,2,,dried plants,,,I
2001,II,Cycadaceae spp.,,Cycadales,Cycadaceae,,US,HK,,1,,live,,P,I
2001,II,Cycas revoluta,,Cycadales,Cycadaceae,Cycas,DE,HK,TW,20000,20000,live,,T,A
2001,II,Tursiops aduncus,Mammalia,Cetacea,Delphinidae,Tursiops,GB,HK,ID,,5,specimens,ml,T,W
2001,II,Tursiops aduncus,Mammalia,Cetacea,Delphinidae,Tursiops,NL,HK,ID,,240,specimens,ml,S,W
2001,II,Tursiops aduncus,Mammalia,Cetacea,Delphinidae,Tursiops,NL,HK,TW,,240,specimens,ml,S,W
2001,II,Tursiops aduncus,Mammalia,Cetacea,Delphinidae,Tursiops,NL,HK,,,240,specimens,ml,S,W
2001,II,Tursiops aduncus,Mammalia,Cetacea,Delphinidae,Tursiops,US,HK,ID,,500,specimens,g,S,W
2001,II,Tursiops aduncus,Mammalia,Cetacea,Delphinidae,Tursiops,US,HK,ID,,50,specimens,ml,S,W
2001,II,Tursiops aduncus,Mammalia,Cetacea,Delphinidae,Tursiops,US,HK,TW,,100,specimens,g,S,W
2001,II,Tursiops aduncus,Mammalia,Cetacea,Delphinidae,Tursiops,US,HK,,,600,specimens,g,S,W
2001,II,Tursiops aduncus,Mammalia,Cetacea,Delphinidae,Tursiops,US,HK,,,50,specimens,ml,S,W
2001,II,Cibotium barometz,,Dicksoniales,Dicksoniaceae,Cibotium,CA,HK,CN,1145,1350,roots,kg,T,A
2001,II,Cibotium barometz,,Dicksoniales,Dicksoniaceae,Cibotium,US,HK,CN,850,1650,roots,kg,T,A
2001,II,Naja naja,Reptilia,Serpentes,Elapidae,Naja,KR,HK,ID,500,500,skins,,T,W
2001,II,Naja naja,Reptilia,Serpentes,Elapidae,Naja,US,HK,ID,600,,leather products (small),,T,W
2001,II,Naja naja,Reptilia,Serpentes,Elapidae,Naja,US,HK,ID,5,100,skins,,T,W
2001,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,DE,HK,CA,31,,garments,,T,W
2001,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,DK,HK,CA,5,,skin pieces,,T,W
2001,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,JP,HK,CA,44,,garments,,T,W
2001,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,US,HK,CA,5,,garments,,T,W
2001,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,US,HK,CA,3,,skin pieces,,T,W
2001,II,Lynx lynx,Mammalia,Carnivora,Felidae,Lynx,SG,HK,FR,1,,live,,Q,C
2001,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,US,HK,US,16,,garments,,T,W
2001,II,Prionailurus bengalensis,Mammalia,Carnivora,Felidae,Prionailurus,IT,HK,CN,85,,garments,,T,W
2001,II,Prionailurus bengalensis,Mammalia,Carnivora,Felidae,Prionailurus,JP,HK,CN,25,,garments,,T,C
2001,II,Prionailurus bengalensis,Mammalia,Carnivora,Felidae,Prionailurus,JP,HK,CN,67,,garments,,T,W
2001,II,Prionailurus bengalensis,Mammalia,Carnivora,Felidae,Prionailurus,JP,HK,CN,2000,2000,skins,,T,W
2001,II,Prionailurus bengalensis,Mammalia,Carnivora,Felidae,Prionailurus,KR,HK,CN,6,,leather products (large),,T,W
2001,II,Puma concolor,Mammalia,Carnivora,Felidae,Puma,SG,HK,BE,1,,live,,Q,C
2001,II,Cuora spp.,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,CN,1,,live,,T,C
2001,II,Cuora flavomarginata,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,CN,15,,live,,T,W
2001,II,Cuora flavomarginata,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,XX,24,,live,,T,C
2001,II,Cuora flavomarginata,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,XX,31,,live,,T,W
2001,II,Cuora flavomarginata,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,,6,,live,,P,W
2001,II,Cuora galbinifrons,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,CN,3,,live,,T,W
2001,II,Cuora galbinifrons,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,VN,7,,live,,T,W
2001,II,Cuora galbinifrons,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,XX,52,,live,,T,W
2001,II,Cuora pani,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,CN,14,,live,,T,W
2001,II,Cuora pani,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,XX,6,,live,,T,W
2001,II,Cuora pani,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,,2,,live,,P,W
2001,II,Cuora pani,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,,4,,live,,T,F
2001,II,Cuora trifasciata,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,,450,,live,,T,F
2001,II,Cuora zhoui,Reptilia,Testudines,Geoemydidae,Cuora,US,HK,CN,7,,live,,T,C
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,BE,HK,TZ,2673,,carvings,,T,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,CA,HK,TZ,2,,teeth,,T,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ES,HK,TZ,1457,,carvings,,T,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ES,HK,TZ,331,,teeth,,T,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,FR,HK,BI,100,,carvings,,T,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,FR,HK,CD,186,,carvings,,T,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,FR,HK,TZ,104,,carvings,kg,T,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,FR,HK,TZ,4703,,carvings,,T,W
